PWS ID,PWS Name,Primacy Agency,Population Served,Violation Type,Compliance Period Begin Date,Compliance Status
TX0840088,TEXAS CITY BAYOU GOLF CLUB,Texas,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0840187,K & B WATERWORKS,Texas,105,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0840187,K & B WATERWORKS,Texas,105,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0840187,K & B WATERWORKS,Texas,105,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
TX0840187,K & B WATERWORKS,Texas,105,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
TX0840229,LONE PINE SUBDIVISION,Texas,114,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0840229,LONE PINE SUBDIVISION,Texas,114,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0840264,TEXAS CITY CHEMICAL PLANT,Texas,60,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
TX0840264,TEXAS CITY CHEMICAL PLANT,Texas,60,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
TX0840264,TEXAS CITY CHEMICAL PLANT,Texas,60,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0840264,TEXAS CITY CHEMICAL PLANT,Texas,60,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX0840264,TEXAS CITY CHEMICAL PLANT,Texas,60,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX0840264,TEXAS CITY CHEMICAL PLANT,Texas,60,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
TX0840264,TEXAS CITY CHEMICAL PLANT,Texas,60,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
TX0840272,UT MEDICAL BRANCH GALVESTON,Texas,"2,500",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0850002,SOUTHLAND ISD,Texas,189,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0850012,GRUBS WATER SUPPLY,Texas,350,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0860001,CITY OF FREDERICKSBURG,Texas,"14,509",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0860006,WHISPERING OAKS WATER WORKS,Texas,192,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0860010,CHAPARRAL WATER SYSTEM GILLESPIE,Texas,147,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0860010,CHAPARRAL WATER SYSTEM GILLESPIE,Texas,147,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0860010,CHAPARRAL WATER SYSTEM GILLESPIE,Texas,147,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0860080,ROYAL OAKS APARTMENTS,Texas,45,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0860080,ROYAL OAKS APARTMENTS,Texas,45,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0860080,ROYAL OAKS APARTMENTS,Texas,45,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0860086,NORTHWEST HILLS WATER SUPPLY,Texas,222,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0860098,DEERWOOD SUBDIVISION,Texas,318,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0860108,DOSS COMMUNITY IMPROVEMENT CENTER,Texas,75,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0860113,SILVER WINGS FLY IN RANCH,Texas,57,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0860113,SILVER WINGS FLY IN RANCH,Texas,57,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0860113,SILVER WINGS FLY IN RANCH,Texas,57,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0870011,GARDEN CITY WATER SYSTEM GLASSCOCK COUNT,Texas,325,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0880001,CITY OF GOLIAD,Texas,"2,025",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0880012,GOLIAD COUNTY WSC - LA BAHIA,Texas,234,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
TX0890003,CITY OF WAELDER,Texas,"1,071",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0890004,CITY OF SMILEY,Texas,542,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0890005,WARM SPRINGS REHAB HOSPITAL,Texas,67,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0890005,WARM SPRINGS REHAB HOSPITAL,Texas,67,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0890005,WARM SPRINGS REHAB HOSPITAL,Texas,67,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0890006,GONZALES COUNTY WSC,Texas,"7,338",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0890006,GONZALES COUNTY WSC,Texas,"7,338",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
TX0890006,GONZALES COUNTY WSC,Texas,"7,338",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
TX0900001,LEFORS MUNICIPAL WATER SYSTEM,Texas,559,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0900002,MCLEAN MUNICIPAL WATER SUPPLY,Texas,770,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0900012,NATIONAL OILWELL,Texas,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0900019,GRANDVIEW HOPKINS ISD,Texas,65,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0900022,CABOT CORPORATION PAMPA PLANT,Texas,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0900027,WALNUT CREEK ESTATES,Texas,105,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910001,CITY OF BELLS,Texas,"1,941",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910003,CITY OF DENISON,Texas,"32,340",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910005,CITY OF COLLINSVILLE,Texas,"1,624",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0910005,CITY OF COLLINSVILLE,Texas,"1,624",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0910005,CITY OF COLLINSVILLE,Texas,"1,624",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0910007,CITY OF TIOGA,Texas,803,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0910007,CITY OF TIOGA,Texas,803,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0910010,CITY OF WHITESBORO,Texas,"3,852",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0910013,CITY OF HOWE,Texas,"3,240",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0910014,CITY OF SADLER,Texas,546,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910028,CITY OF DORCHESTER,Texas,"1,638",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0910033,OAK RIDGE SOUTH GALE WSC,Texas,"2,745",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910048,CITY OF SOUTHMAYD WESTVIEW SUBDIVISION,Texas,783,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0910055,MARILEE ELMONT,Texas,"1,671",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0910069,GAINESVILLE BOAT CLUB,Texas,170,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910072,3-D MOBILE HOME AND RV PARK,Texas,90,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910082,CARRIAGE HOUSE ESTATES,Texas,414,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910082,CARRIAGE HOUSE ESTATES,Texas,414,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0910082,CARRIAGE HOUSE ESTATES,Texas,414,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
TX0910082,CARRIAGE HOUSE ESTATES,Texas,414,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
TX0910086,LAKE TEXOMA VFW POST 7873,Texas,114,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910086,LAKE TEXOMA VFW POST 7873,Texas,114,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0910112,HIGH COUNTRY ESTATES,Texas,291,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910126,NORTHERN HILLS WATER SERVICE,Texas,255,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910130,HIGHPORT MARINA,Texas,424,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0910137,NORTHWEST GRAYSON COUNTY WCID 1,Texas,"2,298",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0910140,MUNSON POINT PROPERTY OWNERS ASSOCIATION,Texas,27,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Returned to Compliance
TX0910140,MUNSON POINT PROPERTY OWNERS ASSOCIATION,Texas,27,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
TX0910140,MUNSON POINT PROPERTY OWNERS ASSOCIATION,Texas,27,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
TX0910140,MUNSON POINT PROPERTY OWNERS ASSOCIATION,Texas,27,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0910140,MUNSON POINT PROPERTY OWNERS ASSOCIATION,Texas,27,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX0910140,MUNSON POINT PROPERTY OWNERS ASSOCIATION,Texas,27,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
TX0910140,MUNSON POINT PROPERTY OWNERS ASSOCIATION,Texas,27,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
TX0910142,GEORGETOWN BAPTIST CHURCH,Texas,260,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
TX0910142,GEORGETOWN BAPTIST CHURCH,Texas,260,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
TX0910142,GEORGETOWN BAPTIST CHURCH,Texas,260,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
TX0910143,PRESTON CLUB UTILITY,Texas,246,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0910143,PRESTON CLUB UTILITY,Texas,246,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0910143,PRESTON CLUB UTILITY,Texas,246,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
TX0910143,PRESTON CLUB UTILITY,Texas,246,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
TX0910146,CITY OF KNOLLWOOD,Texas,433,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
TX0910146,CITY OF KNOLLWOOD,Texas,433,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0910146,CITY OF KNOLLWOOD,Texas,433,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX0910146,CITY OF KNOLLWOOD,Texas,433,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX0910146,CITY OF KNOLLWOOD,Texas,433,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
TX0910146,CITY OF KNOLLWOOD,Texas,433,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
TX0910147,ROCK CREEK RESORT,Texas,138,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
TX0910147,ROCK CREEK RESORT,Texas,138,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0920003,CITY OF KILGORE,Texas,"13,738",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0920010,CITY OF CLARKSVILLE CITY,Texas,993,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0920019,ELDERVILLE WSC,Texas,"8,994",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0920020,LIBERTY DANVILLE FWSD 2,Texas,708,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0920023,EJ WATER COMPANY,Texas,390,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0920028,SUN ACRES MOBILE HOME PARK,Texas,204,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0920040,CITY OF WARREN CITY,Texas,378,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0920042,CHRISTIAN HERITAGE SCHOOL,Texas,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0920042,CHRISTIAN HERITAGE SCHOOL,Texas,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0920042,CHRISTIAN HERITAGE SCHOOL,Texas,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0920042,CHRISTIAN HERITAGE SCHOOL,Texas,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0930006,GRASSY CREEK MOBILE HOME PARK,Texas,180,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0930011,ANDERSON WATER SYSTEM,Texas,290,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0930013,WICKSON CREEK IOLA,Texas,603,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0930014,SHIRO WATER SYSTEM,Texas,249,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0930015,RICHARDS WATER SYSTEM,Texas,327,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0930016,ROANS PRAIRIE,Texas,90,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0930043,IOLA ISD,Texas,450,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0930046,SHADY OAKS MHP,Texas,189,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0930049,DOBBIN PLANTERSVILLE WSC 2,Texas,"1,575",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0930054,MILL CREEK ESTATES,Texas,321,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0930054,MILL CREEK ESTATES,Texas,321,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0930063,2620 ESTATES,Texas,116,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0940001,CITY OF MARION,Texas,"1,764",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0940015,CRYSTAL CLEAR WSC,Texas,"15,690",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0940080,LAKE MCQUEENEY ESTATES,Texas,717,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0940085,OAK HILLS RANCH WATER,Texas,333,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0940085,OAK HILLS RANCH WATER,Texas,333,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0940086,JOHN B SANFILIPPO & SON,Texas,120,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0940086,JOHN B SANFILIPPO & SON,Texas,120,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0940086,JOHN B SANFILIPPO & SON,Texas,120,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0940086,JOHN B SANFILIPPO & SON,Texas,120,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0940092,MEMORY LANE MHP,Texas,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0950001,CITY OF ABERNATHY,Texas,"3,224",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0950002,CITY OF HALE CENTER,Texas,"2,252",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0950003,CITY OF PETERSBURG,Texas,"1,209",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0950014,COTTON CENTER WSC,Texas,250,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0950015,CITY OF EDMONSON,Texas,111,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0950016,HALFWAY WSC,Texas,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0950057,DUPONT PIONEER,Texas,125,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0950059,LOMA ALTA WSC,Texas,93,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0950064,EBELING WSC,Texas,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0950070,GRAND CASTLE ESTATES,Texas,65,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0950070,GRAND CASTLE ESTATES,Texas,65,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0950071,TRIPLE J MOBILE HOME PARK,Texas,33,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
TX0950071,TRIPLE J MOBILE HOME PARK,Texas,33,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0950071,TRIPLE J MOBILE HOME PARK,Texas,33,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
TX0950073,PLAINVIEW BIOENERGY,Texas,42,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Open
TX0950073,PLAINVIEW BIOENERGY,Texas,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0950073,PLAINVIEW BIOENERGY,Texas,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0960003,TURKEY MUNICIPAL WATER SYSTEM,Texas,421,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0970002,CITY OF HICO,Texas,"1,884",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0980001,SPEARMAN MUNICIPAL WATER SYSTEM,Texas,"3,335",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0980003,MORSE WSC,Texas,172,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0980004,GRUVER MUNICIPAL WATER SYSTEM,Texas,"1,211",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0990002,CITY OF QUANAH,Texas,"2,641",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0990002,CITY OF QUANAH,Texas,"2,641",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX1000003,CITY OF SOUR LAKE,Texas,"2,276",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX1000018,WILDWOOD RESORT CITY,Texas,"1,703",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX1000030,QUAIL VALLEY ESTATES MOBILE HOMES,Texas,108,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1000038,WHISPERING PINES SUBDIVISION,Texas,56,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX1000053,BIG THICKET RETREAT,Texas,95,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1000053,BIG THICKET RETREAT,Texas,95,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
TX1000055,WEST HARDIN WSC,Texas,"3,850",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX1000055,WEST HARDIN WSC,Texas,"3,850",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX1000055,WEST HARDIN WSC,Texas,"3,850",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX1000056,PINE MEADOW MHC,Texas,66,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX1000056,PINE MEADOW MHC,Texas,66,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX1000062,NEW FOREST ESTATES WATER SYSTEM,Texas,74,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1000065,DAIRYLAND HEIGHTS WATER SYSTEM,Texas,103,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1000067,BULLOCKS MOBILE HOME PARK,Texas,66,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX1000067,BULLOCKS MOBILE HOME PARK,Texas,66,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX1000069,BREAKAWAY TRAILS SUBDIVISION,Texas,106,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1000071,LITTLE BIG HORN SERVICES,Texas,60,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1000073,LITTLE HAWKS EARLY CHILDHOOD CENTER,Texas,90,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX1000073,LITTLE HAWKS EARLY CHILDHOOD CENTER,Texas,90,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX1000075,DRAGON PRODUCTS - SILSBEE SOUTH,Texas,250,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
TX1010007,CITY OF DEER PARK,Texas,"32,964",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX1010013,CITY OF HOUSTON,Texas,"2,233,310",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX1010056,CLEAR LAKE CITY WATER AUTHORITY,Texas,"85,636",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1010062,CITY OF SEABROOK,Texas,"12,792",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX1010068,INDUSTRIAL UTILITIES SERVICE,Texas,"2,500",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX1010082,HARRIS COUNTY FWSD 1A,Texas,"1,620",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX1010085,APACHELAND MOBILE HOME SUBDIVISION,Texas,177,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1010087,CITY OF MORGANS POINT,Texas,342,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX1010098,BEAUMONT PLACE,Texas,"1,437",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1010111,CASTLEWOOD SUBDIVISION,Texas,"1,008",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1010120,CYPRESS FOREST WATER SYSTEM,Texas,396,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX1010132,GREENGATE ACRES SUBDIVISION,Texas,297,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1010140,NORTH PINES MHP,Texas,364,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
TX1010140,NORTH PINES MHP,Texas,364,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
TX1010140,NORTH PINES MHP,Texas,364,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX1010140,NORTH PINES MHP,Texas,364,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
TX1010140,NORTH PINES MHP,Texas,364,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX1010140,NORTH PINES MHP,Texas,364,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX1010140,NORTH PINES MHP,Texas,364,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
TX1010140,NORTH PINES MHP,Texas,364,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
TX1010157,HIGHLAND RIDGE SUBDIVISION,Texas,570,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1010162,ATASCOCITA VILLAGE MOBILE HOME PARK,Texas,723,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX1010181,HOLIDAY INN,Texas,"1,150",Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX1010181,HOLIDAY INN,Texas,"1,150",Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
TX1010181,HOLIDAY INN,Texas,"1,150",Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
TX1010192,PARKLAND ESTATES,Texas,228,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX1010192,PARKLAND ESTATES,Texas,228,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX1010192,PARKLAND ESTATES,Texas,228,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
TX1010192,PARKLAND ESTATES,Texas,228,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
TX1010196,RALSTON ACRES WATER SUPPLY CORPORATION,Texas,330,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX1010197,RESERVOIR ACRES SUBDIVISION,Texas,627,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1010207,CITY OF SHOREACRES,Texas,"1,400",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1010213,SPRING CREEK VALLEY ESTATES,Texas,645,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX1010233,HARRIS COUNTY FWSD 52,Texas,"4,050",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
